timestamp,ir,red,time_delta
5450,108679,103426,5.425
5475,108485,103383,5.45
5500,108521,103393,5.475
5525,108602,103419,5.5
5550,108678,103447,5.525
5575,108794,103514,5.55
5600,108884,103531,5.575
5625,108864,103497,5.6
5650,108801,103472,5.625
5675,108851,103523,5.65
5700,108917,103555,5.675
5725,108920,103549,5.7
5750,108836,103509,5.725
5775,108686,103442,5.75
5800,108683,103445,5.775
5825,108691,103459,5.8
5850,108712,103474,5.825
5875,108787,103519,5.85
5900,108865,103534,5.875
5925,108922,103553,5.9
5950,108969,103591,5.925
5975,109228,103680,5.95
6000,109519,103805,5.975
6025,109933,103976,6.0
6050,110325,104137,6.025
6075,110789,104278,6.05
6100,110874,104303,6.075
6125,110917,104326,6.1
6150,111020,104373,6.125
6175,111190,104487,6.15
6200,111360,104540,6.175
6225,111439,104547,6.2
6250,111463,104540,6.225
6275,110776,104119,6.25
6300,109870,103814,6.275
6325,109220,103612,6.3
6350,108871,103492,6.325
6375,108499,103385,6.35
6400,108393,103359,6.375
6425,108394,103361,6.4
6450,108417,103394,6.425
6475,108393,103325,6.45
6500,108326,103301,6.475
6525,108331,103326,6.5
6550,108409,103372,6.525
6575,108786,103506,6.55
6600,109025,103592,6.575
6625,109071,103551,6.6
6650,108839,103469,6.625
6675,108735,103503,6.65
6700,109052,103662,6.675
6725,109369,103749,6.7
6750,109426,103708,6.725
6775,109080,103605,6.75
6800,109077,103632,6.775
6825,109231,103709,6.8
6850,109480,103809,6.825
6875,110157,104094,6.85
6900,110588,104256,6.875
6925,110956,104380,6.9
6950,111332,104512,6.925
6975,111843,104714,6.95
7000,112150,104869,6.975
7025,112555,105002,7.0
7050,112853,105100,7.025
7075,113085,105160,7.05
7100,113084,105154,7.075
7125,113105,105183,7.1
7150,112443,104819,7.125
7175,111824,104587,7.15
7200,111271,104364,7.175
7225,110668,104167,7.2
7250,109955,104007,7.225
7275,109838,103984,7.25
7300,109802,103975,7.275
7325,109789,103969,7.3
7350,109987,104062,7.325
7375,110162,104137,7.35
7400,110329,104181,7.375
7425,110345,104133,7.4
7450,109966,103988,7.425
7475,109774,103937,7.45
7500,109669,103901,7.475
7525,109655,103909,7.5
7550,109853,103998,7.525
7575,110008,104047,7.55
7600,110146,104069,7.575
7625,110174,104074,7.6
7650,109980,104018,7.625
7675,110115,104072,7.65
7700,110307,104148,7.675
7725,110517,104240,7.7
7750,110637,104271,7.725
7775,110606,104232,7.75
7800,110482,104156,7.775
7825,110376,104144,7.8
7850,110408,104228,7.825
7875,110501,104247,7.85
7900,110503,104203,7.875
7925,110201,104014,7.9
7950,109375,103745,7.925
7975,109203,103700,7.95
8000,109179,103717,7.975
8025,109288,103785,8.0
8050,109790,104006,8.025
8075,110024,104073,8.05
8100,110132,104070,8.075
8125,110138,104063,8.1
8150,110098,104070,8.125
8175,110172,104095,8.15
8200,110296,104144,8.175
8225,110358,104164,8.2
8250,110284,104104,8.225
8275,110193,104057,8.25
8300,110046,104005,8.275
8325,109872,103955,8.3
8350,109708,103909,8.325
8375,109828,103958,8.35
8400,109927,103985,8.375
8425,109955,103992,8.4
8450,109760,103921,8.425
8475,109701,103901,8.45
8500,109643,103902,8.475
8525,109646,103894,8.5
8550,109734,103920,8.525
8575,109849,103967,8.55
8600,110030,104039,8.575
8625,110212,104072,8.6
8650,110163,104020,8.625
8675,109997,103943,8.65
8700,109764,103875,8.675
8725,109725,103893,8.7
8750,109671,103818,8.725
8775,109449,103745,8.75
8800,109275,103647,8.775
8825,109124,103597,8.8
8850,108850,103510,8.825
8875,108749,103482,8.85
8900,108633,103438,8.875
8925,108555,103427,8.9
8950,108546,103447,8.925
8975,108655,103499,8.95
9000,108831,103594,8.975
9025,109063,103695,9.0
9050,109674,103921,9.025
9075,109985,104040,9.05
9100,110220,104097,9.075
9125,110337,104135,9.1
9150,110493,104191,9.125
