time,irvalue,redvalue
2025-03-09 15:03:06,1381,1052
2025-03-09 15:03:06,1380,1043
2025-03-09 15:03:06,1388,1041
2025-03-09 15:03:06,1385,1040
2025-03-09 15:03:06,1381,1024
2025-03-09 15:03:06,1370,1018
2025-03-09 15:03:06,1364,1012
2025-03-09 15:03:06,1353,1016
2025-03-09 15:03:06,1361,1026
2025-03-09 15:03:06,1361,1028
2025-03-09 15:03:06,1365,1025
2025-03-09 15:03:06,1373,1036
2025-03-09 15:03:06,1374,1041
2025-03-09 15:03:06,1379,1051
2025-03-09 15:03:06,1385,1043
2025-03-09 15:03:06,1390,1042
2025-03-09 15:03:06,1376,1025
2025-03-09 15:03:06,1374,1023
2025-03-09 15:03:06,1367,1016
2025-03-09 15:03:06,1365,1014
2025-03-09 15:03:06,1354,1025
2025-03-09 15:03:07,1362,1043
2025-03-09 15:03:07,1384,1045
2025-03-09 15:03:07,1388,1047
2025-03-09 15:03:07,1397,1039
2025-03-09 15:03:07,1377,1027
2025-03-09 15:03:07,1384,1024
2025-03-09 15:03:07,1363,1017
2025-03-09 15:03:07,1365,1014
2025-03-09 15:03:07,1353,1019
2025-03-09 15:03:07,1361,1023
2025-03-09 15:03:07,1368,1023
2025-03-09 15:03:07,1369,1025
2025-03-09 15:03:07,1371,1037
2025-03-09 15:03:07,1370,1041
2025-03-09 15:03:07,1382,1049
2025-03-09 15:03:07,1388,1040
2025-03-09 15:03:07,1391,1037
2025-03-09 15:03:07,1384,1017
2025-03-09 15:03:07,1366,1020
2025-03-09 15:03:07,1355,1009
2025-03-09 15:03:07,1352,1018
2025-03-09 15:03:07,1353,1024
2025-03-09 15:03:07,1363,1026
2025-03-09 15:03:07,1366,1025
2025-03-09 15:03:07,1366,1032
2025-03-09 15:03:07,1373,1038
2025-03-09 15:03:07,1386,1043
2025-03-09 15:03:07,1375,1045
2025-03-09 15:03:07,1385,1037
2025-03-09 15:03:07,1383,1024
2025-03-09 15:03:07,1373,1019
2025-03-09 15:03:07,1361,1006
2025-03-09 15:03:07,1356,1014
2025-03-09 15:03:07,1347,1017
2025-03-09 15:03:07,1357,1024
2025-03-09 15:03:07,1362,1028
2025-03-09 15:03:07,1365,1028
2025-03-09 15:03:07,1367,1038
2025-03-09 15:03:07,1384,1040
2025-03-09 15:03:07,1373,1045
2025-03-09 15:03:09,1354,1023
2025-03-09 15:03:09,1348,1019
2025-03-09 15:03:09,1362,1022
2025-03-09 15:03:09,1364,1028
2025-03-09 15:03:09,1370,1033
2025-03-09 15:03:09,1366,1042
2025-03-09 15:03:09,1377,1043
2025-03-09 15:03:09,1374,1045
2025-03-09 15:03:09,1380,1037
2025-03-09 15:03:09,1381,1027
2025-03-09 15:03:09,1380,1018
2025-03-09 15:03:09,1365,1010
2025-03-09 15:03:09,1362,1010
2025-03-09 15:03:09,1353,1014
2025-03-09 15:03:09,1351,1027
2025-03-09 15:03:09,1366,1024
2025-03-09 15:03:09,1369,1033
2025-03-09 15:03:09,1370,1041
2025-03-09 15:03:09,1374,1043
2025-03-09 15:03:09,1374,1046
2025-03-09 15:03:09,1387,1035
2025-03-09 15:03:09,1380,1034
2025-03-09 15:03:09,1379,1022
2025-03-09 15:03:09,1365,1016
2025-03-09 15:03:09,1360,1010
2025-03-09 15:03:09,1355,1015
2025-03-09 15:03:09,1350,1018
2025-03-09 15:03:09,1356,1031
2025-03-09 15:03:09,1359,1029
2025-03-09 15:03:09,1369,1046
2025-03-09 15:03:09,1373,1036
2025-03-09 15:03:09,1378,1041
2025-03-09 15:03:09,1379,1041
2025-03-09 15:03:09,1380,1038
2025-03-09 15:03:09,1383,1018
2025-03-09 15:03:09,1371,1014
2025-03-09 15:03:09,1354,1014
2025-03-09 15:03:09,1350,1013
2025-03-09 15:03:09,1353,1020
2025-03-09 15:03:09,1354,1017
2025-03-09 15:03:11,1374,1037
2025-03-09 15:03:11,1377,1035
2025-03-09 15:03:11,1376,1024
2025-03-09 15:03:11,1375,1020
2025-03-09 15:03:11,1358,1013
2025-03-09 15:03:11,1360,1002
2025-03-09 15:03:11,1345,1012
2025-03-09 15:03:11,1357,1018
2025-03-09 15:03:11,1361,1028
2025-03-09 15:03:11,1363,1028
2025-03-09 15:03:11,1370,1037
2025-03-09 15:03:11,1372,1040
2025-03-09 15:03:11,1379,1041
2025-03-09 15:03:11,1377,1041
2025-03-09 15:03:11,1384,1019
2025-03-09 15:03:11,1374,1010
2025-03-09 15:03:11,1360,1011
2025-03-09 15:03:11,1359,1009
2025-03-09 15:03:11,1358,1016
2025-03-09 15:03:11,1354,1019
2025-03-09 15:03:11,1362,1029
2025-03-09 15:03:11,1367,1029
2025-03-09 15:03:11,1367,1036
2025-03-09 15:03:11,1378,1037
2025-03-09 15:03:11,1373,1046
2025-03-09 15:03:11,1379,1035
2025-03-09 15:03:11,1379,1027
2025-03-09 15:03:11,1372,1012
2025-03-09 15:03:11,1360,1016
2025-03-09 15:03:11,1358,1006
2025-03-09 15:03:11,1353,1011
2025-03-09 15:03:11,1353,1022
2025-03-09 15:03:11,1358,1020
2025-03-09 15:03:11,1362,1023
2025-03-09 15:03:11,1366,1037
2025-03-09 15:03:11,1367,1033
2025-03-09 15:03:11,1381,1042
2025-03-09 15:03:11,1375,1042
2025-03-09 15:03:11,1381,1034
2025-03-09 15:03:11,1377,1017
2025-03-09 15:03:13,1358,1022
2025-03-09 15:03:13,1357,1030
2025-03-09 15:03:13,1359,1034
2025-03-09 15:03:13,1359,1031
2025-03-09 15:03:13,1368,1039
2025-03-09 15:03:13,1373,1038
2025-03-09 15:03:13,1386,1033
2025-03-09 15:03:13,1375,1030
2025-03-09 15:03:13,1370,1015
2025-03-09 15:03:13,1366,1022
2025-03-09 15:03:13,1358,1005
2025-03-09 15:03:13,1346,1012
2025-03-09 15:03:13,1344,1019
2025-03-09 15:03:13,1361,1025
2025-03-09 15:03:13,1358,1023
2025-03-09 15:03:13,1366,1034
2025-03-09 15:03:13,1368,1037
2025-03-09 15:03:13,1382,1042
2025-03-09 15:03:13,1379,1043
2025-03-09 15:03:13,1384,1032
2025-03-09 15:03:13,1376,1022
2025-03-09 15:03:13,1372,1012
2025-03-09 15:03:13,1359,1013
2025-03-09 15:03:13,1358,1014
2025-03-09 15:03:13,1355,1015
2025-03-09 15:03:13,1356,1014
2025-03-09 15:03:13,1359,1024
2025-03-09 15:03:13,1363,1029
2025-03-09 15:03:13,1365,1041
2025-03-09 15:03:13,1378,1029
2025-03-09 15:03:13,1373,1042
2025-03-09 15:03:13,1381,1033
2025-03-09 15:03:13,1379,1036
2025-03-09 15:03:13,1371,1017
2025-03-09 15:03:13,1364,1016
2025-03-09 15:03:13,1354,1008
2025-03-09 15:03:13,1350,1018
2025-03-09 15:03:13,1349,1021
2025-03-09 15:03:13,1351,1028
2025-03-09 15:03:13,1357,1023
2025-03-09 15:03:14,1368,1023
2025-03-09 15:03:14,1370,1017
2025-03-09 15:03:14,1356,1011
2025-03-09 15:03:14,1363,1021
2025-03-09 15:03:14,1349,1021
2025-03-09 15:03:14,1356,1021
2025-03-09 15:03:14,1367,1023
2025-03-09 15:03:14,1369,1033
2025-03-09 15:03:14,1371,1039
2025-03-09 15:03:14,1373,1040
2025-03-09 15:03:14,1375,1042
2025-03-09 15:03:14,1387,1038
2025-03-09 15:03:14,1379,1026
2025-03-09 15:03:14,1378,1019
2025-03-09 15:03:14,1362,1018
2025-03-09 15:03:14,1357,1008
2025-03-09 15:03:14,1348,1021
2025-03-09 15:03:14,1352,1023
2025-03-09 15:03:14,1352,1022
2025-03-09 15:03:14,1362,1026
2025-03-09 15:03:14,1365,1034
2025-03-09 15:03:14,1372,1036
2025-03-09 15:03:14,1381,1045
2025-03-09 15:03:14,1382,1039
2025-03-09 15:03:14,1379,1034
2025-03-09 15:03:14,1375,1019
2025-03-09 15:03:14,1373,1014
2025-03-09 15:03:14,1360,1011
2025-03-09 15:03:14,1362,1013
2025-03-09 15:03:14,1344,1018
2025-03-09 15:03:14,1355,1021
2025-03-09 15:03:14,1364,1025
2025-03-09 15:03:14,1365,1026
2025-03-09 15:03:14,1375,1037
2025-03-09 15:03:14,1380,1047
2025-03-09 15:03:14,1379,1042
2025-03-09 15:03:14,1385,1041
2025-03-09 15:03:14,1374,1025
2025-03-09 15:03:14,1373,1022
2025-03-09 15:03:14,1358,1013
2025-03-09 15:03:16,1363,1036
2025-03-09 15:03:16,1374,1048
2025-03-09 15:03:16,1376,1045
2025-03-09 15:03:16,1381,1035
2025-03-09 15:03:16,1371,1022
2025-03-09 15:03:16,1373,1018
2025-03-09 15:03:16,1359,1010
2025-03-09 15:03:16,1357,1006
2025-03-09 15:03:16,1353,1012
2025-03-09 15:03:16,1356,1015
2025-03-09 15:03:16,1359,1023
2025-03-09 15:03:16,1361,1022
2025-03-09 15:03:16,1368,1041
2025-03-09 15:03:16,1367,1033
2025-03-09 15:03:16,1372,1039
2025-03-09 15:03:16,1376,1044
2025-03-09 15:03:16,1377,1030
2025-03-09 15:03:16,1377,1014
2025-03-09 15:03:16,1366,1021
2025-03-09 15:03:16,1356,1006
2025-03-09 15:03:16,1348,1015
2025-03-09 15:03:16,1346,1015
2025-03-09 15:03:16,1351,1019
2025-03-09 15:03:16,1363,1024
2025-03-09 15:03:16,1360,1033
2025-03-09 15:03:16,1363,1032
2025-03-09 15:03:16,1369,1039
2025-03-09 15:03:16,1370,1037
2025-03-09 15:03:16,1381,1035
2025-03-09 15:03:16,1381,1028
2025-03-09 15:03:16,1373,1016
2025-03-09 15:03:16,1362,1002
2025-03-09 15:03:16,1355,1011
2025-03-09 15:03:16,1349,1018
2025-03-09 15:03:16,1354,1023
2025-03-09 15:03:16,1350,1026
2025-03-09 15:03:16,1358,1025
2025-03-09 15:03:16,1366,1031
2025-03-09 15:03:16,1370,1030
2025-03-09 15:03:16,1380,1041
2025-03-09 15:03:18,1362,1012
2025-03-09 15:03:18,1357,1013
2025-03-09 15:03:18,1351,1022
2025-03-09 15:03:18,1354,1030
2025-03-09 15:03:18,1362,1020
2025-03-09 15:03:18,1363,1028
2025-03-09 15:03:18,1369,1039
2025-03-09 15:03:18,1372,1045
2025-03-09 15:03:18,1375,1041
2025-03-09 15:03:18,1388,1033
2025-03-09 15:03:18,1379,1025
2025-03-09 15:03:18,1375,1017
2025-03-09 15:03:18,1360,1005
2025-03-09 15:03:18,1360,1006
2025-03-09 15:03:18,1345,1017
2025-03-09 15:03:18,1354,1024
2025-03-09 15:03:18,1361,1019
2025-03-09 15:03:18,1356,1028
2025-03-09 15:03:18,1366,1034
2025-03-09 15:03:18,1374,1031
2025-03-09 15:03:18,1377,1046
2025-03-09 15:03:18,1383,1037
2025-03-09 15:03:18,1381,1034
2025-03-09 15:03:18,1382,1017
2025-03-09 15:03:18,1360,1014
2025-03-09 15:03:18,1356,1012
2025-03-09 15:03:18,1361,1012
2025-03-09 15:03:18,1352,1013
2025-03-09 15:03:18,1349,1029
2025-03-09 15:03:18,1357,1027
2025-03-09 15:03:18,1360,1027
2025-03-09 15:03:18,1362,1034
2025-03-09 15:03:18,1370,1042
2025-03-09 15:03:18,1372,1038
2025-03-09 15:03:18,1374,1035
2025-03-09 15:03:18,1377,1026
2025-03-09 15:03:18,1371,1012
2025-03-09 15:03:18,1358,1012
2025-03-09 15:03:18,1351,1010
2025-03-09 15:03:18,1348,1013
2025-03-09 15:03:20,1382,1034
2025-03-09 15:03:20,1377,1041
2025-03-09 15:03:20,1374,1034
2025-03-09 15:03:20,1379,1023
2025-03-09 15:03:20,1370,1015
2025-03-09 15:03:20,1365,1015
2025-03-09 15:03:20,1351,1011
2025-03-09 15:03:20,1349,1017
2025-03-09 15:03:20,1342,1018
2025-03-09 15:03:20,1352,1020
2025-03-09 15:03:20,1360,1019
2025-03-09 15:03:20,1365,1033
2025-03-09 15:03:20,1365,1036
2025-03-09 15:03:20,1377,1036
2025-03-09 15:03:20,1380,1036
2025-03-09 15:03:20,1385,1031
2025-03-09 15:03:20,1378,1018
2025-03-09 15:03:20,1365,1018
2025-03-09 15:03:20,1354,1007
2025-03-09 15:03:20,1354,1017
2025-03-09 15:03:20,1346,1017
2025-03-09 15:03:20,1346,1017
2025-03-09 15:03:20,1352,1024
2025-03-09 15:03:20,1363,1027
2025-03-09 15:03:20,1368,1034
2025-03-09 15:03:20,1371,1035
2025-03-09 15:03:20,1372,1050
2025-03-09 15:03:20,1376,1035
2025-03-09 15:03:20,1374,1030
2025-03-09 15:03:20,1372,1015
2025-03-09 15:03:20,1361,1016
2025-03-09 15:03:20,1353,1006
2025-03-09 15:03:20,1343,1007
2025-03-09 15:03:20,1347,1017
2025-03-09 15:03:20,1351,1025
2025-03-09 15:03:20,1359,1026
2025-03-09 15:03:20,1363,1032
2025-03-09 15:03:20,1361,1033
2025-03-09 15:03:20,1375,1041
2025-03-09 15:03:20,1371,1035
2025-03-09 15:03:22,1357,1016
2025-03-09 15:03:22,1345,1019
2025-03-09 15:03:22,1357,1015
2025-03-09 15:03:22,1360,1023
2025-03-09 15:03:22,1362,1026
2025-03-09 15:03:22,1361,1031
2025-03-09 15:03:22,1372,1037
2025-03-09 15:03:22,1373,1034
2025-03-09 15:03:22,1383,1029
2025-03-09 15:03:22,1377,1020
2025-03-09 15:03:22,1366,1018
2025-03-09 15:03:22,1357,997
2025-03-09 15:03:22,1353,1002
2025-03-09 15:03:22,1350,1015
2025-03-09 15:03:22,1352,1015
2025-03-09 15:03:22,1350,1015
2025-03-09 15:03:22,1356,1026
2025-03-09 15:03:22,1360,1033
2025-03-09 15:03:22,1377,1037
2025-03-09 15:03:22,1369,1045
2025-03-09 15:03:22,1374,1033
2025-03-09 15:03:22,1370,1025
2025-03-09 15:03:22,1369,1017
2025-03-09 15:03:22,1358,1011
2025-03-09 15:03:22,1352,1011
2025-03-09 15:03:22,1347,1018
2025-03-09 15:03:22,1352,1023
2025-03-09 15:03:22,1350,1018
2025-03-09 15:03:22,1356,1025
2025-03-09 15:03:22,1358,1038
2025-03-09 15:03:22,1370,1038
2025-03-09 15:03:22,1370,1051
2025-03-09 15:03:22,1381,1032
2025-03-09 15:03:22,1372,1030
2025-03-09 15:03:22,1370,1020
2025-03-09 15:03:22,1363,1010
2025-03-09 15:03:22,1357,1013
2025-03-09 15:03:22,1352,1013
2025-03-09 15:03:22,1351,1013
2025-03-09 15:03:22,1357,1030
2025-03-09 15:03:23,1365,1041
2025-03-09 15:03:23,1370,1012
2025-03-09 15:03:23,1351,1008
2025-03-09 15:03:23,1351,1006
2025-03-09 15:03:23,1345,1018
2025-03-09 15:03:23,1352,1019
2025-03-09 15:03:23,1360,1028
2025-03-09 15:03:23,1359,1028
2025-03-09 15:03:23,1368,1032
2025-03-09 15:03:23,1370,1034
2025-03-09 15:03:23,1374,1036
2025-03-09 15:03:23,1376,1029
2025-03-09 15:03:23,1369,1017
2025-03-09 15:03:23,1361,1016
2025-03-09 15:03:23,1348,1013
2025-03-09 15:03:23,1347,1009
2025-03-09 15:03:23,1343,1012
2025-03-09 15:03:23,1356,1015
2025-03-09 15:03:23,1356,1022
2025-03-09 15:03:23,1359,1036
2025-03-09 15:03:23,1367,1036
2025-03-09 15:03:23,1368,1038
2025-03-09 15:03:23,1373,1033
2025-03-09 15:03:23,1371,1019
2025-03-09 15:03:23,1370,1012
2025-03-09 15:03:23,1358,1008
2025-03-09 15:03:23,1352,1010
2025-03-09 15:03:23,1342,1016
2025-03-09 15:03:23,1355,1015
2025-03-09 15:03:23,1355,1023
2025-03-09 15:03:23,1363,1028
2025-03-09 15:03:23,1366,1030
2025-03-09 15:03:23,1378,1038
2025-03-09 15:03:23,1376,1026
2025-03-09 15:03:23,1377,1029
2025-03-09 15:03:23,1370,1012
2025-03-09 15:03:23,1357,1015
2025-03-09 15:03:23,1359,1003
2025-03-09 15:03:23,1348,1013
2025-03-09 15:03:23,1344,1009
2025-03-09 15:03:25,1364,1036
2025-03-09 15:03:25,1378,1029
2025-03-09 15:03:25,1366,1010
2025-03-09 15:03:25,1360,1014
2025-03-09 15:03:25,1353,1001
2025-03-09 15:03:25,1339,1013
2025-03-09 15:03:25,1346,1013
2025-03-09 15:03:25,1351,1019
2025-03-09 15:03:25,1352,1020
2025-03-09 15:03:25,1362,1033
2025-03-09 15:03:25,1360,1029
2025-03-09 15:03:25,1370,1040
2025-03-09 15:03:25,1370,1031
2025-03-09 15:03:25,1369,1021
2025-03-09 15:03:25,1364,1014
2025-03-09 15:03:25,1355,1008
2025-03-09 15:03:25,1352,1011
2025-03-09 15:03:25,1349,1013
2025-03-09 15:03:25,1350,1008
2025-03-09 15:03:25,1353,1018
2025-03-09 15:03:25,1357,1030
2025-03-09 15:03:25,1361,1037
2025-03-09 15:03:25,1374,1046
2025-03-09 15:03:25,1372,1033
2025-03-09 15:03:25,1377,1030
2025-03-09 15:03:25,1375,1018
2025-03-09 15:03:25,1363,1021
2025-03-09 15:03:25,1349,1006
2025-03-09 15:03:25,1343,1005
2025-03-09 15:03:25,1346,1019
2025-03-09 15:03:25,1353,1018
2025-03-09 15:03:25,1355,1022
2025-03-09 15:03:25,1364,1031
2025-03-09 15:03:25,1362,1032
2025-03-09 15:03:25,1370,1043
2025-03-09 15:03:25,1373,1042
2025-03-09 15:03:25,1379,1030
2025-03-09 15:03:25,1366,1010
2025-03-09 15:03:25,1360,1012
2025-03-09 15:03:25,1352,1001
2025-03-09 15:03:27,1365,1028
2025-03-09 15:03:27,1370,1035
2025-03-09 15:03:27,1372,1040
2025-03-09 15:03:27,1370,1023
2025-03-09 15:03:27,1365,1017
2025-03-09 15:03:27,1359,1011
2025-03-09 15:03:27,1346,1001
2025-03-09 15:03:27,1343,1012
2025-03-09 15:03:27,1346,1011
2025-03-09 15:03:27,1349,1022
2025-03-09 15:03:27,1353,1024
2025-03-09 15:03:27,1356,1031
2025-03-09 15:03:27,1364,1037
2025-03-09 15:03:27,1364,1029
2025-03-09 15:03:27,1375,1027
2025-03-09 15:03:27,1368,1016
2025-03-09 15:03:27,1365,1013
2025-03-09 15:03:27,1348,1009
2025-03-09 15:03:27,1351,1008
2025-03-09 15:03:27,1349,1018
2025-03-09 15:03:27,1351,1017
2025-03-09 15:03:27,1356,1025
2025-03-09 15:03:27,1358,1035
2025-03-09 15:03:27,1359,1034
2025-03-09 15:03:27,1369,1042
2025-03-09 15:03:27,1377,1029
2025-03-09 15:03:27,1374,1021
2025-03-09 15:03:27,1365,1017
2025-03-09 15:03:27,1355,1005
2025-03-09 15:03:27,1355,1013
2025-03-09 15:03:27,1338,1014
2025-03-09 15:03:27,1349,1017
2025-03-09 15:03:27,1352,1022
2025-03-09 15:03:27,1356,1023
2025-03-09 15:03:27,1358,1033
2025-03-09 15:03:27,1372,1035
2025-03-09 15:03:27,1370,1034
2025-03-09 15:03:27,1377,1026
2025-03-09 15:03:27,1368,1017
2025-03-09 15:03:27,1361,1011
2025-03-09 15:03:29,1367,1023
2025-03-09 15:03:29,1361,1037
2025-03-09 15:03:29,1374,1043
2025-03-09 15:03:29,1375,1035
2025-03-09 15:03:29,1369,1027
2025-03-09 15:03:29,1371,1017
2025-03-09 15:03:29,1356,1017
2025-03-09 15:03:29,1348,1001
2025-03-09 15:03:29,1345,1012
2025-03-09 15:03:29,1345,1018
2025-03-09 15:03:29,1344,1017
2025-03-09 15:03:29,1356,1023
2025-03-09 15:03:29,1359,1029
2025-03-09 15:03:29,1360,1037
2025-03-09 15:03:29,1369,1038
2025-03-09 15:03:29,1373,1026
2025-03-09 15:03:29,1375,1025
2025-03-09 15:03:29,1373,1011
2025-03-09 15:03:29,1353,1006
2025-03-09 15:03:29,1355,1006
2025-03-09 15:03:29,1338,1009
2025-03-09 15:03:29,1354,1017
2025-03-09 15:03:29,1353,1017
2025-03-09 15:03:29,1357,1027
2025-03-09 15:03:29,1355,1030
2025-03-09 15:03:29,1366,1039
2025-03-09 15:03:29,1369,1043
2025-03-09 15:03:29,1372,1032
2025-03-09 15:03:29,1373,1016
2025-03-09 15:03:29,1365,1015
2025-03-09 15:03:29,1351,1008
2025-03-09 15:03:29,1348,1005
2025-03-09 15:03:29,1339,1014
2025-03-09 15:03:29,1351,1022
2025-03-09 15:03:29,1354,1022
2025-03-09 15:03:29,1360,1034
2025-03-09 15:03:29,1367,1031
2025-03-09 15:03:29,1368,1047
2025-03-09 15:03:29,1367,1035
2025-03-09 15:03:29,1373,1025
2025-03-09 15:03:30,1356,1014
2025-03-09 15:03:30,1353,1023
2025-03-09 15:03:30,1354,1035
2025-03-09 15:03:30,1367,1034
2025-03-09 15:03:30,1370,1036
2025-03-09 15:03:30,1379,1033
2025-03-09 15:03:30,1372,1029
2025-03-09 15:03:30,1363,1014
2025-03-09 15:03:30,1359,1011
2025-03-09 15:03:30,1353,1001
2025-03-09 15:03:30,1346,1014
2025-03-09 15:03:30,1353,1018
2025-03-09 15:03:30,1351,1020
2025-03-09 15:03:30,1354,1033
2025-03-09 15:03:30,1350,1033
2025-03-09 15:03:30,1376,1038
2025-03-09 15:03:30,1369,1038
2025-03-09 15:03:30,1377,1035
